ticket_subject,ticket_body,product_module,customer_tier,priority,assigned_team
Performance issue,Bug found in report generation,MobileApp,Gold,P0,Operations
Feature request,Application crashes on submit,Analytics,Silver,P2,Technical
Performance issue,Requesting new feature support,Analytics,Gold,P0,Technical
Payment issue,Unable to login after password reset,Billing,Silver,P1,Billing
Access request,Application crashes on submit,Billing,Silver,P2,Billing
App crash,Bug found in report generation,MobileApp,Silver,P0,Operations
Bug report,Requesting new feature support,CRM,Gold,P1,Technical
App crash,System is very slow today,MobileApp,Gold,P1,Support
Bug report,System is very slow today,CRM,Gold,P1,Technical
Performance issue,System is very slow today,CRM,Silver,P2,Support
Payment issue,Requesting new feature support,MobileApp,Gold,P1,Billing
Access request,Payment failed multiple times,Analytics,Silver,P0,Technical
Login failure,Payment failed multiple times,MobileApp,Silver,P1,Support
Payment issue,Application crashes on submit,MobileApp,Platinum,P1,Billing
Bug report,Invoice amount mismatch observed,CRM,Silver,P1,Technical
Invoice query,Requesting new feature support,Billing,Silver,P2,Billing
App crash,Payment failed multiple times,CRM,Silver,P2,Support
Payment issue,Need access to admin panel,Analytics,Silver,P1,Billing
Invoice query,Invoice amount mismatch observed,CRM,Gold,P0,Operations
Bug report,System is very slow today,Analytics,Silver,P0,Technical
Feature request,Need access to admin panel,CRM,Platinum,P0,Operations
Payment issue,Application crashes on submit,MobileApp,Gold,P1,Billing
Access request,System is very slow today,Billing,Platinum,P1,Billing
Feature request,Invoice amount mismatch observed,MobileApp,Silver,P1,Support
Login failure,Application crashes on submit,CRM,Gold,P1,Support
Invoice query,Need access to admin panel,Analytics,Silver,P2,Technical
Login failure,Application crashes on submit,MobileApp,Gold,P1,Support
Login failure,Unable to login after password reset,Billing,Silver,P2,Billing
Feature request,Application crashes on submit,Billing,Platinum,P1,Billing
App crash,Need access to admin panel,MobileApp,Silver,P2,Support
Login failure,Bug found in report generation,Billing,Silver,P0,Billing
App crash,Application crashes on submit,MobileApp,Gold,P1,Support
Login failure,Application crashes on submit,CRM,Silver,P2,Support
Access request,Unable to login after password reset,MobileApp,Silver,P1,Support
Performance issue,Payment failed multiple times,MobileApp,Silver,P1,Support
Invoice query,Payment failed multiple times,CRM,Gold,P2,Support
Access request,Unable to login after password reset,CRM,Silver,P1,Support
Payment issue,Bug found in report generation,CRM,Platinum,P1,Billing
Performance issue,Bug found in report generation,CRM,Silver,P2,Support
Invoice query,Bug found in report generation,Billing,Gold,P1,Billing
Bug report,Application crashes on submit,MobileApp,Gold,P2,Technical
Login failure,System is very slow today,CRM,Gold,P0,Operations
Payment issue,Unable to login after password reset,CRM,Silver,P1,Billing
Login failure,Payment failed multiple times,MobileApp,Gold,P2,Support
App crash,Unable to login after password reset,CRM,Gold,P0,Operations
Performance issue,Bug found in report generation,Billing,Silver,P0,Billing
Payment issue,Requesting new feature support,Analytics,Silver,P1,Billing
App crash,Bug found in report generation,CRM,Gold,P1,Support
Invoice query,Application crashes on submit,CRM,Platinum,P0,Operations
App crash,Application crashes on submit,Analytics,Silver,P1,Technical
Login failure,System is very slow today,Analytics,Gold,P1,Technical
Bug report,Bug found in report generation,Billing,Silver,P1,Billing
Access request,System is very slow today,Analytics,Gold,P1,Technical
Invoice query,Need access to admin panel,CRM,Silver,P0,Operations
Feature request,Need access to admin panel,CRM,Silver,P0,Operations
Payment issue,Requesting new feature support,CRM,Platinum,P1,Billing
Performance issue,System is very slow today,Analytics,Silver,P1,Technical
Feature request,Requesting new feature support,Analytics,Platinum,P1,Technical
Access request,Unable to login after password reset,Billing,Silver,P0,Billing
Access request,Need access to admin panel,Analytics,Platinum,P1,Technical
Feature request,Unable to login after password reset,CRM,Platinum,P0,Operations
Performance issue,System is very slow today,Billing,Gold,P2,Billing
Bug report,Invoice amount mismatch observed,Analytics,Gold,P1,Technical
Feature request,System is very slow today,MobileApp,Silver,P2,Support
Bug report,Need access to admin panel,MobileApp,Silver,P2,Technical
Performance issue,Bug found in report generation,Billing,Platinum,P2,Billing
Bug report,Invoice amount mismatch observed,CRM,Silver,P1,Technical
Login failure,Need access to admin panel,MobileApp,Gold,P1,Support
Bug report,Unable to login after password reset,MobileApp,Gold,P1,Technical
Invoice query,Need access to admin panel,Analytics,Platinum,P2,Technical
Bug report,Application crashes on submit,Billing,Silver,P2,Billing
Bug report,Bug found in report generation,MobileApp,Gold,P0,Technical
Invoice query,Need access to admin panel,Analytics,Silver,P1,Technical
App crash,Invoice amount mismatch observed,Billing,Silver,P2,Billing
Payment issue,Bug found in report generation,Billing,Silver,P1,Billing
Access request,Requesting new feature support,Billing,Gold,P1,Billing
Invoice query,System is very slow today,Analytics,Gold,P1,Technical
Access request,Bug found in report generation,Analytics,Gold,P2,Technical
Bug report,Bug found in report generation,CRM,Gold,P0,Technical
Invoice query,Requesting new feature support,Billing,Silver,P1,Billing
Payment issue,Requesting new feature support,MobileApp,Silver,P2,Billing
Performance issue,System is very slow today,Billing,Silver,P2,Billing
Feature request,Unable to login after password reset,CRM,Silver,P1,Support
Payment issue,Invoice amount mismatch observed,CRM,Platinum,P1,Billing
Access request,Requesting new feature support,Analytics,Platinum,P1,Technical
Feature request,Unable to login after password reset,Billing,Silver,P1,Billing
Bug report,Unable to login after password reset,CRM,Gold,P0,Technical
Access request,Need access to admin panel,CRM,Platinum,P1,Support
Invoice query,Payment failed multiple times,Analytics,Gold,P1,Technical
App crash,Invoice amount mismatch observed,CRM,Silver,P1,Support
Invoice query,Requesting new feature support,Analytics,Platinum,P1,Technical
Invoice query,Requesting new feature support,Billing,Gold,P0,Billing
App crash,Unable to login after password reset,Analytics,Silver,P1,Technical
Payment issue,Requesting new feature support,Analytics,Gold,P0,Billing
Payment issue,Application crashes on submit,MobileApp,Silver,P0,Billing
Access request,Application crashes on submit,Analytics,Silver,P2,Technical
Payment issue,Need access to admin panel,Analytics,Silver,P2,Billing
Login failure,Unable to login after password reset,CRM,Gold,P1,Support
App crash,Application crashes on submit,Billing,Silver,P1,Billing
App crash,System is very slow today,Analytics,Platinum,P1,Technical
Bug report,Application crashes on submit,CRM,Platinum,P1,Technical
Invoice query,Invoice amount mismatch observed,MobileApp,Gold,P2,Support
Performance issue,Application crashes on submit,Billing,Platinum,P1,Billing
Bug report,Unable to login after password reset,Billing,Gold,P1,Billing
Login failure,Need access to admin panel,MobileApp,Silver,P1,Support
Feature request,Unable to login after password reset,MobileApp,Silver,P1,Support
Performance issue,Requesting new feature support,CRM,Silver,P2,Support
Feature request,Invoice amount mismatch observed,Billing,Silver,P1,Billing
Bug report,Need access to admin panel,Analytics,Gold,P1,Technical
Payment issue,Application crashes on submit,MobileApp,Platinum,P1,Billing
Payment issue,Bug found in report generation,Billing,Gold,P2,Billing
Bug report,Application crashes on submit,MobileApp,Silver,P0,Technical
Payment issue,Requesting new feature support,CRM,Platinum,P0,Billing
Performance issue,Payment failed multiple times,Analytics,Gold,P1,Technical
App crash,Payment failed multiple times,Analytics,Silver,P1,Technical
Feature request,System is very slow today,Billing,Silver,P2,Billing
Access request,Application crashes on submit,Billing,Gold,P0,Billing
Performance issue,Payment failed multiple times,CRM,Silver,P0,Operations
Access request,Payment failed multiple times,Billing,Silver,P0,Billing
Feature request,Requesting new feature support,Analytics,Silver,P1,Technical
Access request,Invoice amount mismatch observed,MobileApp,Silver,P2,Support
Payment issue,System is very slow today,Analytics,Silver,P1,Billing
Performance issue,Need access to admin panel,CRM,Gold,P1,Support
Bug report,Invoice amount mismatch observed,CRM,Gold,P2,Technical
Performance issue,Bug found in report generation,MobileApp,Silver,P2,Support
Access request,Invoice amount mismatch observed,Analytics,Platinum,P2,Technical
Invoice query,Payment failed multiple times,CRM,Gold,P1,Support
Invoice query,Payment failed multiple times,Billing,Gold,P1,Billing
Access request,Unable to login after password reset,CRM,Silver,P2,Support
Performance issue,Bug found in report generation,Billing,Silver,P0,Billing
Login failure,Requesting new feature support,CRM,Platinum,P2,Support
App crash,Invoice amount mismatch observed,MobileApp,Gold,P1,Support
Bug report,Need access to admin panel,CRM,Silver,P0,Technical
Invoice query,Bug found in report generation,CRM,Silver,P0,Operations
Bug report,System is very slow today,MobileApp,Gold,P1,Technical
Feature request,Application crashes on submit,Analytics,Silver,P2,Technical
Feature request,Payment failed multiple times,MobileApp,Platinum,P2,Support
Login failure,Application crashes on submit,MobileApp,Silver,P1,Support
Login failure,Application crashes on submit,Billing,Silver,P0,Billing
Login failure,Application crashes on submit,MobileApp,Silver,P1,Support
Access request,System is very slow today,CRM,Gold,P1,Support
Access request,System is very slow today,Analytics,Gold,P2,Technical
Invoice query,System is very slow today,Analytics,Silver,P2,Technical
Bug report,Bug found in report generation,Analytics,Platinum,P0,Technical
Bug report,Need access to admin panel,CRM,Silver,P1,Technical
Login failure,Payment failed multiple times,Billing,Silver,P2,Billing
Invoice query,Invoice amount mismatch observed,CRM,Silver,P2,Support
App crash,Invoice amount mismatch observed,Billing,Silver,P1,Billing
Feature request,Need access to admin panel,Billing,Gold,P1,Billing
Payment issue,Requesting new feature support,MobileApp,Gold,P1,Billing
Feature request,Requesting new feature support,Analytics,Gold,P0,Technical
Feature request,Application crashes on submit,Analytics,Platinum,P0,Technical
Payment issue,System is very slow today,Billing,Silver,P2,Billing
Bug report,Bug found in report generation,Billing,Silver,P1,Billing
Payment issue,Requesting new feature support,CRM,Gold,P2,Billing
Feature request,Payment failed multiple times,MobileApp,Gold,P2,Support
Payment issue,System is very slow today,CRM,Silver,P2,Billing
Access request,Payment failed multiple times,Billing,Platinum,P1,Billing
Access request,Requesting new feature support,MobileApp,Gold,P0,Operations
App crash,System is very slow today,CRM,Gold,P1,Support
Invoice query,Unable to login after password reset,MobileApp,Silver,P1,Support
Invoice query,Need access to admin panel,Analytics,Silver,P0,Technical
Login failure,Bug found in report generation,Billing,Gold,P1,Billing
Access request,Bug found in report generation,Analytics,Silver,P1,Technical
Performance issue,Bug found in report generation,MobileApp,Silver,P0,Operations
Access request,Application crashes on submit,Billing,Platinum,P0,Billing
Performance issue,Need access to admin panel,Analytics,Gold,P2,Technical
Login failure,Payment failed multiple times,CRM,Silver,P1,Support
Access request,Requesting new feature support,Analytics,Platinum,P0,Technical
App crash,Need access to admin panel,CRM,Silver,P1,Support
Invoice query,Need access to admin panel,Analytics,Silver,P1,Technical
Invoice query,Unable to login after password reset,MobileApp,Silver,P0,Operations
App crash,Unable to login after password reset,Analytics,Platinum,P1,Technical
